Gewinde,Nenndurchmesser D,Steigung P,Gewindetyp,Reihe,Flankendurchmesser d2 = D2,Kerndurchmesser d3,Spannungsquerschnitt As,Montagezugspannung Schaftschrauben µ1 = 0.08 - 10.9 (940 N/mm²),Montagezugspannung Schaftschrauben µ1 = 0.08 - 12.9 (1100 N/mm²),Montagezugspannung Schaftschrauben µ1 = 0.08 - 8.8 (640 N/mm²),Montagezugspannung Schaftschrauben µ1 = 0.08 - 8.8 (660 N/mm²),Montagezugspannung Schaftschrauben µ2 = 0.10 - 10.9 (940 N/mm²),Montagezugspannung Schaftschrauben µ2 = 0.10 - 12.9 (1100 N/mm²),Montagezugspannung Schaftschrauben µ2 = 0.10 - 8.8 (640 N/mm²),Montagezugspannung Schaftschrauben µ2 = 0.10 - 8.8 (660 N/mm²),Montagezugspannung Schaftschrauben µ3 = 0.12 - 10.9 (940 N/mm²),Montagezugspannung Schaftschrauben µ3 = 0.12 - 12.9 (1100 N/mm²),Montagezugspannung Schaftschrauben µ3 = 0.12 - 8.8 (640 N/mm²),Montagezugspannung Schaftschrauben µ3 = 0.12 - 8.8 (660 N/mm²),Montagezugspannung Schaftschrauben µ4 = 0.14 - 10.9 (940 N/mm²),Montagezugspannung Schaftschrauben µ4 = 0.14 - 12.9 (1100 N/mm²),Montagezugspannung Schaftschrauben µ4 = 0.14 - 8.8 (640 N/mm²),Montagezugspannung Schaftschrauben µ4 = 0.14 - 8.8 (660 N/mm²),Montagezugspannung Schaftschrauben µ5 = 0.16 - 10.9 (940 N/mm²),Montagezugspannung Schaftschrauben µ5 = 0.16 - 12.9 (1100 N/mm²),Montagezugspannung Schaftschrauben µ5 = 0.16 - 8.8 (640 N/mm²),Montagezugspannung Schaftschrauben µ5 = 0.16 - 8.8 (660 N/mm²),"Vorspannkraft Schaftschrauben F_sp, µ1 = 0.08 - 10.9 (940 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ1 = 0.08 - 12.9 (1100 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ1 = 0.08 - 8.8 (640 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ1 = 0.08 - 8.8 (660 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ2 = 0.10 - 10.9 (940 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ2 = 0.10 - 12.9 (1100 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ2 = 0.10 - 8.8 (640 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ2 = 0.10 - 8.8 (660 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ3 = 0.12 - 10.9 (940 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ3 = 0.12 - 12.9 (1100 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ3 = 0.12 - 8.8 (640 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ3 = 0.12 - 8.8 (660 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ4 = 0.14 - 10.9 (940 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ4 = 0.14 - 12.9 (1100 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ4 = 0.14 - 8.8 (640 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ4 = 0.14 - 8.8 (660 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ5 = 0.16 - 10.9 (940 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ5 = 0.16 - 12.9 (1100 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ5 = 0.16 - 8.8 (640 N/mm²)","Vorspannkraft Schaftschrauben F_sp, µ5 = 0.16 - 8.8 (660 N/mm²)",Montagezugspannung Dehnschrauben µ1 = 0.08 - 10.9 (940) N/mm²,Montagezugspannung Dehnschrauben µ1 = 0.08 - 12.9 (1100) N/mm²,Montagezugspannung Dehnschrauben µ1 = 0.08 - 8.8 (640) N/mm²,Montagezugspannung Dehnschrauben µ1 = 0.08 - 8.8 (660) N/mm²,Montagezugspannung Dehnschrauben µ2 = 0.10 - 10.9 (940) N/mm²,Montagezugspannung Dehnschrauben µ2 = 0.10 - 12.9 (1100) N/mm²,Montagezugspannung Dehnschrauben µ2 = 0.10 - 8.8 (640) N/mm²,Montagezugspannung Dehnschrauben µ2 = 0.10 - 8.8 (660) N/mm²,Montagezugspannung Dehnschrauben µ3 = 0.12 - 10.9 (940) N/mm²,Montagezugspannung Dehnschrauben µ3 = 0.12 - 12.9 (1100) N/mm²,Montagezugspannung Dehnschrauben µ3 = 0.12 - 8.8 (640) N/mm²,Montagezugspannung Dehnschrauben µ3 = 0.12 - 8.8 (660) N/mm²,Montagezugspannung Dehnschrauben µ4 = 0.14 - 10.9 (940) N/mm²,Montagezugspannung Dehnschrauben µ4 = 0.14 - 12.9 (1100) N/mm²,Montagezugspannung Dehnschrauben µ4 = 0.14 - 8.8 (640) N/mm²,Montagezugspannung Dehnschrauben µ4 = 0.14 - 8.8 (660) N/mm²,Montagezugspannung Dehnschrauben µ5 = 0.16 - 10.9 (940) N/mm²,Montagezugspannung Dehnschrauben µ5 = 0.16 - 12.9 (1100) N/mm²,Montagezugspannung Dehnschrauben µ5 = 0.16 - 8.8 (640) N/mm²,Montagezugspannung Dehnschrauben µ5 = 0.16 - 8.8 (660) N/mm²,"Vorspannkraft Dehnschrauben F_sp, µ1 = 0.08 - 10.9 (940) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ1 = 0.08 - 12.9 (1100) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ1 = 0.08 - 8.8 (640) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ1 = 0.08 - 8.8 (660) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ2 = 0.10 - 10.9 (940) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ2 = 0.10 - 12.9 (1100) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ2 = 0.10 - 8.8 (640) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ2 = 0.10 - 8.8 (660) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ3 = 0.12 - 10.9 (940) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ3 = 0.12 - 12.9 (1100) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ3 = 0.12 - 8.8 (640) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ3 = 0.12 - 8.8 (660) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ4 = 0.14 - 10.9 (940) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ4 = 0.14 - 12.9 (1100) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ4 = 0.14 - 8.8 (640) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ4 = 0.14 - 8.8 (660) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ5 = 0.16 - 10.9 (940) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ5 = 0.16 - 12.9 (1100) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ5 = 0.16 - 8.8 (640) N/mm²","Vorspannkraft Dehnschrauben F_sp, µ5 = 0.16 - 8.8 (660) N/mm²"
M85.0x1.5,85.0,1.5,Feingewinde,Reihe 3,84.026,83.16,5488.197,819.6,959.1,,575.4375,806.6,943.9,,566.3625000000001,791.8,926.5,,555.946875,775.3,907.2,,544.396875,757.6,886.5,,531.9187499999999,4498126.3,5263729.7,,3158114.334375,4426779.7,5180309.1,,3108308.98125,4345554.4,5084814.5,,3051145.96875,4254999.1,4978892.3,,2987757.3000000003,4157858.0,4865286.6,,2919274.875,813.4225903658325,951.8774993642721,,571.1264996185633,797.7154169284571,933.4967644907476,,560.0980586944486,779.8635776259468,912.6063142431293,,547.5637885458775,760.3600120250137,889.7829927952289,,533.8697956771373,739.6742374192205,865.5762352778113,,519.3457411666868,3578657.132105622,4187790.2609746642,,2512674.156584799,3509553.3367197537,4106924.1174380095,,2464154.4704628056,3431014.0721384743,4015016.467396087,,2409009.8804376516,3345208.028679712,3914605.1399443448,,2348763.0839666068,3254200.850242662,3808107.377943541,,2284864.4267661246
M85.0x1.0,85.0,1.0,Feingewinde,Reihe 3,84.35,83.773,5549.887,820.6,960.3,,576.1593750000001,807.9,945.4,,567.290625,793.2,928.2,,556.978125,776.9,909.1,,545.53125,759.3,888.6,,533.15625,4554237.3,5329556.5,,3197619.459375,4483753.7,5246863.2,,3148398.825,4402170.4,5151405.1,,3091165.6875,4311707.2,5045402.3,,3027636.7687500003,4214029.2,4931629.6,,2958956.9625,814.8157972703668,953.5078478695782,,572.104708721747,799.4014206389743,935.4697475562465,,561.281848533748,781.8078012671548,914.8814695679471,,548.9288817407682,762.5236684405403,892.3149311538236,,535.3889586922942,742.017209318161,868.318010904231,,520.9908065425386,3637830.6447302457,4257035.860854543,,2554221.516512726,3569011.5424657287,4176502.8688428737,,2505901.7213057247,3490462.982267297,4084584.340951092,,2450750.604570655,3404366.947324531,3983833.661762749,,2390300.1970576495,3312813.7083468307,3876696.8927462916,,2326018.135647775
M85.0x0.75,85.0,0.75,Feingewinde,Reihe 3,84.513,84.08,5580.961,821.2,960.9,,576.571875,808.5,946.2,,567.703125,793.9,929.1,,557.390625,777.7,910.1,,546.046875,760.2,889.6,,533.775,4583085.2,5362745.4,,3217825.153125,4512207.0,5280705.3,,3168328.96875,4430724.9,5185270.9,,3110775.31875,4340313.4,5079232.6,,3047466.2625,4242646.6,4964822.9,,2978977.44375,815.4951368963312,954.3028197723025,,572.5816918633815,800.2265472731332,936.4353212770707,,561.8611927662424,782.761866415483,915.997928784076,,549.5987572704456,763.587644066463,893.560009013946,,536.1360054083676,743.1713167916406,869.6685622029837,,521.8011373217902,3667597.616415715,4291869.551124773,,2575121.730674864,3598928.8526494512,4211512.4871429745,,2526907.492285785,3520383.4156665187,4119597.6140778414,,2471758.568446705,3434149.508188502,4018685.5946886726,,2411211.3568132035,3342329.373571782,3911236.5009882557,,2346741.900592953
M88.0x1.5,88.0,1.5,Feingewinde,Reihe 4,87.026,86.16,5889.188,819.7,959.2,,575.540625,806.8,944.1,,566.4656249999999,791.9,926.7,,556.0500000000001,775.5,907.4,,544.5,757.8,886.7,,532.021875,4827367.4,5648909.1,,3389466.91875,4751396.9,5559982.4,,3336022.59375,4663648.0,5457510.5,,3274683.0187500003,4567065.3,5343849.2,,3206662.903125,4462826.7,5221943.0,,3133176.853125,813.5671538320117,952.046669377886,,571.2280016267316,797.8899688963315,933.7010274318774,,560.2206164591264,780.0645254430408,912.841465943984,,547.7048795663903,760.5833434050953,890.0443380272393,,534.0266028163436,739.9158160398338,865.8589336636353,,519.5153601981812,3842197.51969471,4496188.586876788,,2697713.152126073,3768159.5736051323,4409548.437197495,,2645729.0623184973,3683976.14227915,4311035.911177729,,2586621.5467066374,3591973.227763294,4203372.926105983,,2522023.7556635896,3494367.6127787107,4089153.5894218953,,2453492.153653137
M88.0x0.5,88.0,0.5,Feingewinde,Reihe 4,87.675,87.387,6017.466,821.7,961.6,,576.984375,809.2,946.9,,568.115625,794.7,930.0,,558.009375,778.6,911.1,,546.665625,761.1,890.7,,534.3937500000001,4944551.8,5786395.3,,3471983.8312500003,4869333.5,5697938.6,,3418616.4375,4782080.2,5596243.4,,3357802.490625,4685199.0,5482513.3,,3289541.7843750003,4579893.4,5359757.0,,3215696.240625,816.2091788373552,955.1384007671179,,573.0830404602707,801.0962656276396,937.4530767983017,,562.471846078981,783.7696173378365,917.1772117783192,,550.3063270669916,764.7133801160408,894.8773597102604,,536.9264158261562,744.3941081113327,871.0994882153893,,522.6596929292336,3965245.082040798,4640180.415154126,,2784108.249092475,3891824.681567605,4554262.925238688,,2732557.755143212,3807649.682436552,4455760.26668107,,2673456.160008643,3715072.126480169,4347424.8288597725,,2608454.897315863,3616358.5914252377,4231908.989965704,,2539145.3939794227
M88.0x0.75,88.0,0.75,Feingewinde,Reihe 4,87.513,87.08,5985.267,821.2,961.0,,576.571875,808.6,946.2,,567.703125,794.0,929.2,,557.49375,777.8,910.2,,546.15,760.3,889.7,,533.8781250000001,4915101.3,5751841.6,,3450936.6375,4839686.9,5663259.6,,3397854.796875,4752302.0,5561510.1,,3336748.903125,4655340.7,5447790.0,,3268853.56875,4550598.5,5325092.0,,3195403.0968750003,815.564007990972,954.3834136064565,,572.6300481638739,800.310320727431,936.5333540427384,,561.920012425643,782.8588367553704,916.1114047137313,,549.6668428282388,763.6958793191704,893.6866672883909,,536.2120003730346,743.288804326396,869.8060476159952,,521.8836285695971,3934321.0135532212,4603992.67543462,,2762395.605260772,3860736.47359424,4517883.107397515,,2710729.8644385086,3776549.653876559,4419366.616238527,,2651619.9697431163,3684106.6017257073,4311188.576487529,,2586713.1458925176,3585661.8650985877,4195987.288945155,,2517592.3733670935
M88.0x3.0,88.0,3.0,Feingewinde,Reihe 4,86.051,84.319,5699.229,816.5,955.4,,573.271875,802.9,939.6,,563.7843750000001,787.5,921.5,,552.9562500000001,770.6,901.8,,541.0968750000001,752.5,880.6,,528.4125,4653420.5,5445043.4,,3267207.69375,4575911.0,5354995.6,,3213136.265625,4488142.8,5251839.5,,3151424.30625,4391825.9,5139564.7,,3083835.046875,4288669.8,5018741.1,,3011543.803125,809.2801246428832,947.0299330927355,,568.2179598556413,792.749122446069,927.6851432879531,,556.6110859727719,774.1766243644248,905.9513689370929,,543.5708213622557,754.066059408515,882.4177290950707,,529.4506374570425,732.889273483892,857.636383864129,,514.5818303184774,3660367.32071497,4283408.566794113,,2570045.1400764682,3585597.7342919903,4195912.242256585,,2517547.3453539507,3501594.478840621,4097610.5603454076,,2458566.3362072445,3410634.559618323,3991168.1016810164,,2394700.86100861,3314852.1317594005,3879082.2818461074,,2327449.3691076646
M88.0x2.0,88.0,2.0,Feingewinde,Reihe 4,86.701,85.546,5825.5,818.6,958.0,,574.81875,805.5,942.6,,565.5375,790.5,925.0,,555.0187500000001,773.9,905.6,,543.365625,756.0,884.7,,530.8874999999999,4768754.3,5580829.0,,3348606.6281250003,4692440.2,5491116.3,,3294538.7062500003,4605057.8,5388587.5,,3233261.728125,4508354.4,5275572.8,,3165376.396875,4404078.0,5153819.9,,3092685.13125,812.182206199967,950.4259859786848,,570.2555915872109,796.2212278461972,931.748245351933,,559.0489472111598,778.1464244212333,910.5968796418687,,546.3581277851213,758.4541869634645,887.5527719785223,,532.5316631871134,737.6149777160438,863.1664632847321,,517.8998779708393,3781183.7736441884,4424789.522349582,,2654873.7134097493,3706876.072857277,4337833.702279793,,2602700.2213678756,3622727.278534326,4239361.708923147,,2543617.0253538885,3531048.381639445,4132077.8934078612,,2479246.736044717,3434029.6594113414,4018545.346119655,,2411127.2076717927
M88.0x4.0,88.0,4.0,Feingewinde,Reihe 4,85.402,83.093,5574.474,814.2,952.7,,571.6218749999999,800.2,936.4,,561.8249999999999,784.4,917.9,,550.790625,767.2,897.8,,538.6218749999999,748.9,876.4,,525.834375,4538736.7,5310801.4,,3186491.240625,4460694.1,5219937.5,,3131878.81875,4372617.4,5116809.7,,3070368.05625,4276736.5,5004762.8,,3002533.66875,4174723.6,4885469.0,,2931250.059375,806.1939449016909,943.4184461615532,,566.0510676969319,789.0900721623774,923.4032759346969,,554.0419655608182,770.0216825885883,901.0892030291991,,540.6535218175194,749.4982495426901,877.0724196776162,,526.2434518065696,727.9919626371037,851.9054881923554,,511.14329291541327,3541141.739206262,4143889.269283924,,2486333.5615703543,3466014.3606861453,4055974.251866766,,2433584.5511200596,3382258.000760341,3957961.4902514634,,2374776.8941508774,3292110.4799928693,3852469.710629954,,2311481.826377972,3197645.853089719,3741925.9982964797,,2245155.598977888
M88.0x1.0,88.0,1.0,Feingewinde,Reihe 4,87.35,86.773,5953.086,820.7,960.4,,576.2624999999999,808.0,945.5,,567.290625,793.3,928.3,,556.978125,777.0,909.3,,545.53125,759.5,888.7,,533.259375,4885697.7,5717343.8,,3430540.265625,4810093.5,5628642.8,,3377129.86875,4722583.1,5526249.7,,3315738.6281250003,4625547.8,5413141.1,,3247594.453125,4521368.8,5290507.5,,3174538.95,814.9091156110671,953.6170501831637,,572.1702301098982,799.5146480323551,935.6022476974368,,561.3613486184621,781.9386233464326,915.0345592351871,,549.0207355411122,762.6694762430128,892.4855573056533,,535.491334383392,742.1752946325556,868.5030043572459,,521.1018026143475,3903492.068271638,4567916.250105108,,2740749.7500630645,3829751.1063194494,4481623.635054675,,2688974.181032805,3745560.2786075776,4383102.453689719,,2629861.4722138313,3653259.2336939294,4275090.592620555,,2565054.3555723336,3555090.1571311397,4160211.886004525,,2496127.131602715
M90.0x0.5,90.0,0.5,Feingewinde,Reihe 4,89.675,89.387,6295.595,821.7,961.6,,576.984375,809.2,947.0,,568.21875,794.7,930.0,,558.009375,778.6,911.1,,546.665625,761.2,890.7,,534.3937500000001,5173090.4,6053844.2,,3632459.94375,5094395.5,5961928.5,,3577275.075,5003109.3,5854903.4,,3513001.078125,4901750.3,5735916.6,,3441585.365625,4792206.9,5607486.5,,3364326.590625,816.2375860190061,955.1716432137305,,573.1029859282384,801.1309088100858,937.4936166926535,,562.4961700155922,783.8097935951236,917.224226547485,,550.334535928491,764.7582893590179,894.9299130797018,,536.9579478478211,744.4429139399854,871.1566014191319,,522.6939608514791,4148969.2207266474,4855176.747658842,,2913106.0485953055,4072181.359151986,4765318.611773601,,2859191.1670641606,3984137.4181151115,4662288.468007046,,2797373.0808042274,3887297.838514687,4548965.555708677,,2729379.3334252057,3784033.9497097554,4428124.834766735,,2656874.900860041
M90.0x0.75,90.0,0.75,Feingewinde,Reihe 4,89.513,89.08,6262.659,821.2,961.0,,576.571875,808.6,946.3,,567.80625,794.1,929.2,,557.49375,777.8,910.2,,546.15,760.4,889.8,,533.8781250000001,5142895.6,6018415.3,,3610872.99375,5063986.1,5926354.2,,3555976.875,4973177.5,5819262.7,,3491393.296875,4871096.2,5700272.2,,3420351.2062500003,4762125.9,5572514.0,,3343496.68125,815.6073117152383,954.4340881774066,,572.660452906444,800.3630056708896,936.5950066361474,,561.9570039816884,782.9198307032245,916.1827806101563,,549.7096683660938,763.7639671618723,893.7663445511272,,536.2598067306762,743.3627198470992,869.8925445019247,,521.9355267011548,4117337.1175909108,4818160.4567553215,,2890896.2740531927,4040381.030750156,4728105.46151614,,2836863.276909684,3952324.645389948,4625060.755243557,,2775036.4531461336,3855622.2901689676,4511898.424665813,,2707139.054799488,3752633.006468683,4391379.050122928,,2634827.4300737563
M90.0x1.0,90.0,1.0,Feingewinde,Reihe 4,89.35,88.773,6229.74,820.8,960.5,,576.2624999999999,808.0,945.6,,567.3937500000001,793.4,928.4,,557.0812500000001,777.1,909.4,,545.634375,759.5,888.8,,533.259375,5113370.6,5983665.3,,3589965.5343750003,5033629.9,5890842.1,,3534715.490625,4942675.7,5783690.6,,3470471.296875,4841131.0,5665325.6,,3399160.25625,4731487.5,5536992.9,,3322067.30625,814.9677644431192,953.6856817951394,,572.2114090770837,799.5858292127738,935.6855448234586,,561.4113268940752,782.0208825458055,915.1308200004107,,549.0784920002465,762.7611731259019,892.5928621686086,,535.5557173011651,742.2747257899083,868.619359966914,,521.1716159801483,4085800.1917335084,4781255.543517935,,2868753.326110761,4008683.62755097,4691012.755644752,,2814607.653386851,3920622.6445392957,4587962.669141728,,2752777.6014850372,3824065.0530935223,4474969.742981781,,2684981.845789069,3721357.2723624194,4354779.786807086,,2612867.8720842516
M90.0x1.5,90.0,1.5,Feingewinde,Reihe 4,89.026,88.16,6164.37,819.8,959.3,,575.540625,806.9,944.2,,566.4656249999999,792.0,926.8,,556.0500000000001,775.6,907.6,,544.5,757.9,886.9,,532.125,5053550.5,5913480.1,,3547845.365625,4974030.2,5820398.2,,3491903.6625,4882181.0,5713138.1,,3427697.934375,4781085.4,5594782.2,,3356499.50625,4671976.0,5467179.8,,3280215.365625,813.6579283311472,952.1528948555978,,571.2917369133587,797.999618933304,933.8293413049302,,560.297604782958,780.1907954946147,912.9892287702938,,547.7935372621763,760.7237125009127,890.2085997351106,,534.1251598410664,740.0676837527199,866.0366511999913,,519.6219907199948,4023091.62689839,4707873.180413009,,2824723.9082478057,3945669.885849233,4617273.270674634,,2770363.96240478,3857615.0338452053,4514230.358755028,,2708538.215253017,3761360.998992092,4401592.658395001,,2640955.5950370007,3659228.280304926,4282075.6471653385,,2569245.388299203
M90.0x6.0,90.0,6.0,Feingewinde,Reihe 4,86.103,82.639,5590.83,809.5,947.3,,568.4250000000001,794.8,930.1,,558.009375,778.3,910.8,,546.459375,760.6,890.0,,533.9812499999999,741.8,868.1,,520.884375,4525776.9,5296193.3,,3177967.546875,4443591.7,5200031.0,,3119735.540625,4351343.0,5092128.0,,3055161.45,4252385.3,4975838.7,,2985398.41875,4147277.7,4853399.5,,2912175.9562500003,799.909007015387,936.0637316137507,,561.6382389682504,781.7314044832106,914.7920690760975,,548.8752414456585,761.7456122249989,891.4044398377646,,534.8426639026587,740.4694239227199,866.5067726755233,,519.904063605314,718.3726907286815,840.6488934059039,,504.38933604354236,3475246.3324445193,4066777.6230733735,,2440066.573844024,3396272.791731075,3974361.777557641,,2384617.0665345844,3309443.47659997,3872753.0045318794,,2323651.8027191274,3217007.9686641633,3764583.7931176377,,2258750.275870583,3121007.560720126,3652242.8902044026,,2191345.734122642
M90.0x3.0,90.0,3.0,Feingewinde,Reihe 4,88.051,86.319,5969.988,816.6,955.6,,573.375,803.1,939.8,,563.8874999999999,787.7,921.8,,553.0593749999999,770.8,902.0,,541.1999999999999,752.8,880.9,,528.515625,4875092.2,5704920.5,,3423041.840625,4794497.4,5610594.7,,3366401.56875,4702559.5,5503134.9,,3301757.86875,4601666.8,5384929.2,,3230957.5031250003,4494207.0,5258962.4,,3155231.8875,809.4792499225294,947.2629520370025,,568.3577712222016,792.9863565389836,927.9627576520021,,556.7776545912012,774.4470017189285,906.2677679689589,,543.7606607813753,754.364174799708,882.7665875315732,,529.6599525189439,733.2096608146265,858.0113052086056,,514.8067831251633,3837014.3348110234,4490123.15775758,,2694073.8946545487,3758836.3353857985,4398638.264813168,,2639182.9588879007,3670957.8997007487,4295801.797522153,,2577481.0785132917,3575763.2485964093,4184403.8015489895,,2510642.280929393,3475488.691324575,4067061.234528758,,2440236.7407172546
M90.0x4.0,90.0,4.0,Feingewinde,Reihe 4,87.402,85.093,5842.287,814.4,953.0,,571.828125,800.4,936.7,,562.03125,784.7,918.3,,550.9968749999999,767.5,898.1,,538.93125,749.2,876.7,,526.040625,4757958.5,5567699.5,,3340783.978125,4676166.5,5472470.2,,3283547.85,4584442.6,5364972.2,,3219081.834375,4483955.3,5246958.0,,3148591.0500000003,4377041.4,5121933.0,,3073280.30625,806.4759772970378,943.7484840710017,,566.2490904426011,789.4231247998182,923.793018382766,,554.2758110296596,770.3987229813612,901.5304205101035,,540.9182523060621,749.9117501637423,877.5563033831028,,526.5337820298616,728.4344088233147,852.4232443677088,,511.45394662062523,3714958.8383653313,4347292.257661558,,2608375.3545969347,3636406.4116505138,4255369.205122942,,2553221.523073765,3548772.2208380825,4152818.556299884,,2491691.1337799304,3454400.828654467,4042383.94842544,,2425430.369055264,3355467.393210272,3926610.7792886165,,2355966.4675731696
M90.0x2.0,90.0,2.0,Feingewinde,Reihe 4,88.701,87.546,6099.207,818.7,958.1,,574.81875,805.6,942.8,,565.640625,790.6,925.2,,555.1218749999999,774.0,905.7,,543.46875,756.2,884.9,,530.990625,4993420.8,5843650.2,,3505938.5625,4913521.2,5750332.4,,3449959.21875,4822033.1,5642986.3,,3385803.196875,4720786.2,5524051.8,,3314728.415625,4612220.3,5397188.3,,3238621.7531250003,812.307060681878,950.5720922873041,,570.3432553723825,796.3713415981857,931.9239103808557,,559.1543462285134,778.3186900910579,910.7984671278338,,546.4790802767002,758.645162433289,887.7762539112956,,532.6657523467774,737.8211359265157,863.4077122544332,,518.04462735266,3960661.6581405955,4634816.833994314,,2780890.1003965884,3882961.986889803,4543891.68678594,,2726335.012071564,3794940.537720033,4440887.863289401,,2664532.71797364,3699015.990900158,4328635.7340321,,2597181.44041926,3597481.820700718,4209819.151883819,,2525891.4911302915
M92.0x2.0,92.0,2.0,Feingewinde,Reihe 4,90.701,89.546,6379.197,818.8,958.2,,574.921875,805.7,942.9,,565.74375,790.7,925.3,,555.225,774.1,905.9,,543.571875,756.3,885.1,,531.09375,5223286.5,6112546.6,,3667539.871875,5139719.0,6014944.9,,3608990.859375,5044031.1,5902671.0,,3541889.6906250003,4938136.4,5778914.6,,3467552.0343750003,4824586.7,5646227.3,,3387951.703125,812.4261623836632,950.7114666191802,,570.4268799715081,796.5145971948837,932.0915499089065,,559.2549299453439,778.4831357885769,910.9909035823772,,546.5945421494263,758.8275125671566,887.9896423658215,,532.7937854194929,738.018021782547,863.6381105965976,,518.1828663579586,4144299.9658087925,4849712.725946459,,2909827.6355678756,4063132.8368793796,4754729.915497147,,2852837.9492982877,3971151.819588666,4647092.554837801,,2788255.53290268,3870885.7247530664,4529759.890668482,,2717855.934401089,3764733.589408083,4405539.30675414,,2643323.584052484
M92.0x3.0,92.0,3.0,Feingewinde,Reihe 4,90.051,88.319,6247.029,816.8,955.8,,573.478125,803.3,940.0,,563.990625,787.9,922.0,,553.1625,771.0,902.3,,541.303125,753.0,881.2,,528.7218750000001,5102573.3,5970910.3,,3582534.45,5018238.4,5872207.3,,3523265.8312500003,4922034.1,5759760.7,,3455622.225,4816459.4,5636694.3,,3381536.296875,4704012.8,5504882.0,,3302940.91875,809.6689536897117,947.4849458071094,,568.4909674842656,793.2124999486228,928.2273935568991,,556.9364361341395,774.704854459012,906.5695105371417,,543.9417063222851,754.648581895608,883.0994043459243,,529.8596426075546,733.5154047568791,858.3690906729437,,515.0214544037661,4017821.8218690073,4701706.387293519,,2821023.8323761118,3936159.9294990264,4606144.598349924,,2763686.759009955,3844319.4043304264,4498671.643365392,,2699202.986019236,3744794.1240249663,4382205.88981645,,2629323.53388987,3639924.918053228,4259486.606232501,,2555691.9637395004
M92.0x4.0,92.0,4.0,Feingewinde,Reihe 4,89.402,87.093,6116.383,814.6,953.2,,571.93125,800.7,937.0,,562.134375,785.0,918.6,,551.1,767.8,898.5,,539.1374999999999,749.5,877.1,,526.246875,4982405.6,5830136.3,,3498150.5625,4897387.9,5731050.9,,3438229.1625,4801360.7,5618509.4,,3370738.696875,4696158.9,5495570.1,,3297571.40625,4584229.1,5364679.5,,3218727.3937500003,806.7443269215629,944.0625102273608,,566.4375061364165,789.7402620830399,924.164136480153,,554.4984818880918,770.7579560246219,901.9507996032809,,541.1704797619685,750.3059055821655,878.0175490855128,,526.8105294513076,728.8563174317253,852.9169672073381,,511.7501803244029,3892936.514187028,4555564.005963543,,2733338.403578126,3810883.5728889033,4459544.606572121,,2675726.7639432726,3719284.6487783734,4352354.376230011,,2611412.6257380066,3620593.4881460476,4236864.720170907,,2542118.8321025437,3517088.719486868,4115742.118548462,,2469445.2711290778
